city,timestamp,temperature,season
New York,2010-03-18,12.400505521647355,spring
New York,2010-03-19,9.115641480340402,spring
New York,2010-03-20,14.267097880254024,spring
New York,2010-03-21,12.030052099127662,spring
New York,2010-03-22,3.759603368923808,spring
New York,2010-03-23,20.787663374551194,spring
New York,2010-03-24,12.31530253348414,spring
New York,2010-03-25,13.187417030545467,spring
New York,2010-03-26,5.602118778603622,spring
New York,2010-03-27,8.796001638549546,spring
New York,2010-03-28,18.374874708766367,spring
New York,2010-03-29,15.18504772786231,spring
New York,2010-03-30,13.740130748516991,spring
New York,2010-03-31,6.204296587228926,spring
New York,2010-04-01,11.453762454355626,spring
New York,2010-04-02,15.144915633621084,spring
New York,2010-04-03,10.322947921236894,spring
New York,2010-04-04,10.411522664450827,spring
New York,2010-04-05,8.764744564435308,spring
New York,2010-04-06,10.233039253955175,spring
New York,2010-04-07,8.141211723082991,spring
New York,2010-04-08,4.077538219195361,spring
New York,2010-04-09,19.584826241009928,spring
New York,2010-04-10,10.069306119702638,spring
New York,2010-04-11,10.83517461996004,spring
New York,2010-04-12,3.235665248274877,spring
New York,2010-04-13,17.08034774316919,spring
New York,2010-04-14,8.369821287890579,spring
New York,2010-04-15,-1.7364120349471501,spring
New York,2010-04-16,15.15779391123351,spring
New York,2010-04-17,6.984936868092636,spring
New York,2010-04-18,7.251281485654071,spring
New York,2010-04-19,11.188555655436346,spring
New York,2010-04-20,17.211470813619506,spring
New York,2010-04-21,8.951385229129968,spring
New York,2010-04-22,10.933050684452311,spring
New York,2010-04-23,7.111819079296976,spring
New York,2010-04-24,24.861553104919686,spring
New York,2010-04-25,11.500834976428166,spring
New York,2010-04-26,11.432954655812768,spring
New York,2010-04-27,15.276977335679247,spring
New York,2010-04-28,10.747246384764379,spring
New York,2010-04-29,4.643093692289839,spring
New York,2010-04-30,15.494590378534156,spring
New York,2010-05-01,10.450228748271797,spring
New York,2010-05-02,17.126539731299296,spring
New York,2010-05-03,1.934869849226657,spring
New York,2010-05-04,11.444903915830944,spring
New York,2010-05-05,20.716757543714102,spring
New York,2010-05-06,21.199443270137074,spring
New York,2010-05-07,0.6264658731044148,spring
New York,2010-05-08,17.47296346385533,spring
New York,2010-05-09,7.141736355333145,spring
New York,2010-05-10,11.904968169924928,spring
New York,2010-05-11,12.91768101582996,spring
New York,2010-05-12,20.23611903968197,spring
New York,2010-05-13,11.148893540539294,spring
New York,2010-05-14,11.684220742367758,spring
New York,2010-05-15,14.751726682800818,spring
New York,2010-05-16,-3.204249076788712,spring
New York,2010-05-17,9.409894105679355,spring
New York,2010-05-18,13.057605238043903,spring
New York,2010-05-19,4.625274800152525,spring
New York,2010-05-20,13.014590422110947,spring
New York,2010-05-21,3.7264323097068344,spring
New York,2010-05-22,7.736885146550928,spring
New York,2010-05-23,17.48502600304388,spring
New York,2010-05-24,5.483619591768236,spring
New York,2010-05-25,13.208942599903143,spring
New York,2010-05-26,4.594535477852587,spring
New York,2010-05-27,13.6349244065319,spring
New York,2010-05-28,9.658443992559095,spring
New York,2010-05-29,13.596251292850507,spring
New York,2010-05-30,8.033595985733028,spring
New York,2010-05-31,13.098813699525031,spring
New York,2010-06-01,22.55052414071053,summer
New York,2010-06-02,30.09450371371862,summer
New York,2010-06-03,21.234522048281445,summer
New York,2010-06-04,29.859536151221032,summer
New York,2010-06-05,36.79369005006936,summer
New York,2010-06-06,34.705129895303855,summer
New York,2010-06-07,27.61088341968053,summer
New York,2010-06-08,24.350993363258137,summer
New York,2010-06-09,26.777063287700127,summer
New York,2010-06-10,19.66301390466736,summer
New York,2010-06-11,26.64712085003453,summer
New York,2010-06-12,19.77445667169198,summer
New York,2010-06-13,34.08308522364855,summer
New York,2010-06-14,31.478661994595655,summer
New York,2010-06-15,22.50058843297771,summer
New York,2010-06-16,20.780262485955344,summer
New York,2010-06-17,25.562810760372834,summer
New York,2010-06-18,25.14679421676664,summer
New York,2010-06-19,32.616676252391095,summer
New York,2010-06-20,20.335075960180763,summer
New York,2010-06-21,17.24335297121001,summer
New York,2010-06-22,27.88686538371948,summer
New York,2010-06-23,31.074313215598313,summer
New York,2010-06-24,32.73250742859971,summer
New York,2010-06-25,18.854417448534335,summer
New York,2010-06-26,31.39993824485613,summer
New York,2010-06-27,24.7771551430364,summer
New York,2010-06-28,24.13029921190398,summer
New York,2010-06-29,36.212614290330464,summer
New York,2010-06-30,21.369423763905818,summer
New York,2010-07-01,24.09348804773679,summer
New York,2010-07-02,24.599439921437995,summer
New York,2010-07-03,15.519525653860963,summer
New York,2010-07-04,32.01691917642645,summer
New York,2010-07-05,19.85399245402275,summer
New York,2010-07-06,31.463284219819414,summer
New York,2010-07-07,23.75473140119328,summer
New York,2010-07-08,29.18373676439939,summer
New York,2010-07-09,30.045464069926307,summer
New York,2010-07-10,23.378597273257487,summer
New York,2010-07-11,15.903575708733019,summer
New York,2010-07-12,25.165563022163298,summer
New York,2010-07-13,35.408270289612005,summer
New York,2010-07-14,21.477286742057636,summer
New York,2010-07-15,23.047884992847603,summer
New York,2010-07-16,37.553518090454745,summer
New York,2010-07-17,30.44879697037006,summer
New York,2010-07-18,26.07641019849923,summer
New York,2010-07-19,31.38684775931431,summer
New York,2010-07-20,28.00875761069523,summer
New York,2010-07-21,21.53990423666668,summer
New York,2010-07-22,29.316043635615653,summer
New York,2010-07-23,25.92388364159479,summer
New York,2010-07-24,26.563024108317286,summer
New York,2010-07-25,26.196846807914437,summer
New York,2010-07-26,22.04121652713684,summer
New York,2010-07-27,24.85768809521723,summer
New York,2010-07-28,21.91854427733676,summer
New York,2010-07-29,21.5061527743881,summer
New York,2010-07-30,26.41343562635219,summer
New York,2010-07-31,27.924889495595973,summer
New York,2010-08-01,16.44160532600032,summer
New York,2010-08-02,35.197585687054165,summer
New York,2010-08-03,22.43906040808304,summer
New York,2010-08-04,18.11404895911866,summer
New York,2010-08-05,23.59924750707753,summer
New York,2010-08-06,15.978762937381406,summer
New York,2010-08-07,27.37013394557354,summer
New York,2010-08-08,27.190057377652696,summer
New York,2010-08-09,20.64363953344689,summer
New York,2010-08-10,32.91594375430528,summer
New York,2010-08-11,19.51467264868296,summer
New York,2010-08-12,16.168732836446747,summer
New York,2010-08-13,27.425265376576352,summer
New York,2010-08-14,27.69954847327857,summer
New York,2010-08-15,25.14709346644678,summer
New York,2010-08-16,32.315964034129614,summer
New York,2010-08-17,24.43913369958245,summer
New York,2010-08-18,18.382272246650754,summer
New York,2010-08-19,23.755331844338546,summer
New York,2010-08-20,17.382328579703746,summer
New York,2010-08-21,29.219905093453463,summer
New York,2010-08-22,31.077069489789995,summer
New York,2010-08-23,24.725017261374404,summer
New York,2010-08-24,28.529360294882636,summer
New York,2010-08-25,31.23518313221009,summer
New York,2010-08-26,26.837399773965824,summer
New York,2010-08-27,18.734435795476923,summer
New York,2010-08-28,21.92908693474647,summer
New York,2010-08-29,6.673102525525283,summer
New York,2010-08-30,24.168685336968924,summer
New York,2010-08-31,25.747534218164613,summer
New York,2010-09-01,13.374068337097517,autumn
New York,2010-09-02,13.842066899430652,autumn
New York,2010-09-03,22.24708465235849,autumn
New York,2010-09-04,12.199068752231696,autumn
New York,2010-09-05,15.111362345638264,autumn
New York,2010-09-06,16.72719072967403,autumn
New York,2010-09-07,14.837722764502582,autumn
New York,2010-09-08,12.75973032517808,autumn
New York,2010-09-09,13.574916207757662,autumn
New York,2010-09-10,16.778990848819998,autumn
New York,2010-09-11,9.180206466964192,autumn
New York,2010-09-12,16.71064885708679,autumn
New York,2010-09-13,12.88018693237853,autumn
New York,2010-09-14,23.483660384119993,autumn
New York,2010-09-15,18.94784386164421,autumn
New York,2010-09-16,14.380787553512594,autumn
New York,2010-09-17,10.245304909026633,autumn
New York,2010-09-18,16.40811105246111,autumn
New York,2010-09-19,11.294981175945638,autumn
New York,2010-09-20,12.05808771283555,autumn
New York,2010-09-21,16.6927267102745,autumn
New York,2010-09-22,7.901864519977995,autumn
New York,2010-09-23,18.349226390235092,autumn
New York,2010-09-24,19.76866788561747,autumn
New York,2010-09-25,15.911131501254292,autumn
New York,2010-09-26,11.00551991847072,autumn
New York,2010-09-27,11.55490714577342,autumn
New York,2010-09-28,9.468379243043302,autumn
New York,2010-09-29,13.139622491101397,autumn
New York,2010-09-30,16.62865485947651,autumn
New York,2010-10-01,12.642776591076176,autumn
New York,2010-10-02,16.917430534999813,autumn
New York,2010-10-03,22.08741390620394,autumn
New York,2010-10-04,20.45775981464466,autumn
New York,2010-10-05,15.239345644597226,autumn
New York,2010-10-06,10.109479718588293,autumn
New York,2010-10-07,14.625995410611718,autumn
New York,2010-10-08,16.9710305318149,autumn
New York,2010-10-09,15.321557186151844,autumn
New York,2010-10-10,2.7283194637700503,autumn
New York,2010-10-11,11.14261015777642,autumn
New York,2010-10-12,12.008972213145073,autumn
New York,2010-10-13,15.208956797212673,autumn
New York,2010-10-14,6.792329883071142,autumn
New York,2010-10-15,8.71442611386427,autumn
New York,2010-10-16,17.477874692363965,autumn
New York,2010-10-17,13.86418217752731,autumn
New York,2010-10-18,9.948047269354577,autumn
New York,2010-10-19,26.182280096760262,autumn
New York,2010-10-20,16.427409205744258,autumn
New York,2010-10-21,15.681375827580847,autumn
New York,2010-10-22,13.599913264695683,autumn
New York,2010-10-23,11.997251167298037,autumn
New York,2010-10-24,16.015122025301196,autumn
New York,2010-10-25,12.218378325262387,autumn
New York,2010-10-26,19.52804702770569,autumn
New York,2010-10-27,8.426091682902822,autumn
New York,2010-10-28,20.447610614947283,autumn
New York,2010-10-29,9.206768846779301,autumn
New York,2010-10-30,20.967444475047905,autumn
New York,2010-10-31,12.393498220445435,autumn
New York,2010-11-01,17.347343072316555,autumn
New York,2010-11-02,20.51414944687406,autumn
New York,2010-11-03,20.345067948069378,autumn
New York,2010-11-04,11.691601078645576,autumn
New York,2010-11-05,13.217739417004614,autumn
New York,2010-11-06,16.43886165062739,autumn
New York,2010-11-07,18.724882444338423,autumn
New York,2010-11-08,19.05790845111734,autumn
New York,2010-11-09,8.550606746872404,autumn
New York,2010-11-10,9.214500377992165,autumn
New York,2010-11-11,14.827068596553953,autumn
New York,2010-11-12,15.026120742084924,autumn
New York,2010-11-13,14.758682598738222,autumn
New York,2010-11-14,11.71751921058441,autumn
New York,2010-11-15,10.419148110609536,autumn
New York,2010-11-16,21.117344048929347,autumn
New York,2010-11-17,21.25145333462207,autumn
New York,2010-11-18,11.558483927893448,autumn
New York,2010-11-19,14.789402301801697,autumn
New York,2010-11-20,8.51095214336491,autumn
New York,2010-11-21,18.043531632784763,autumn
New York,2010-11-22,13.865470205695921,autumn
New York,2010-11-23,14.036577032698524,autumn
New York,2010-11-24,9.371776676334262,autumn
New York,2010-11-25,6.515733136754545,autumn
New York,2010-11-26,6.84881182420507,autumn
New York,2010-11-27,11.256225812237933,autumn
New York,2010-11-28,10.474483060916029,autumn
New York,2010-11-29,15.69041081146877,autumn
New York,2010-11-30,13.684260646882645,autumn
New York,2010-12-01,7.162515124050641,winter
New York,2010-12-02,-2.757439455411534,winter
New York,2010-12-03,-2.6423834525822065,winter
New York,2010-12-04,11.585117690307044,winter
New York,2010-12-05,6.062972447890197,winter
New York,2010-12-06,-1.8413391251137432,winter
New York,2010-12-07,-0.8163470784228426,winter
New York,2010-12-08,9.647025718577948,winter
New York,2010-12-09,0.6023096917774066,winter
New York,2010-12-10,8.401234549398563,winter
New York,2010-12-11,0.17769181118247726,winter
New York,2010-12-12,4.4418166459457815,winter
New York,2010-12-13,-2.5202568338328546,winter
New York,2010-12-14,-1.854678635730288,winter
New York,2010-12-15,6.4214152259299055,winter
New York,2010-12-16,2.2057548261025945,winter
New York,2010-12-17,7.297507299259656,winter
New York,2010-12-18,6.520019151295433,winter
New York,2010-12-19,2.025646753332869,winter
New York,2010-12-20,1.3532031967567724,winter
New York,2010-12-21,-4.4683713158587,winter
New York,2010-12-22,4.34891989375009,winter
New York,2010-12-23,3.6705024060059173,winter
New York,2010-12-24,-0.565889486162112,winter
New York,2010-12-25,4.760942682109712,winter
New York,2010-12-26,1.3967527471668384,winter
New York,2010-12-27,6.825192265635724,winter
New York,2010-12-28,-2.1388072007335377,winter
New York,2010-12-29,-3.475412274844947,winter
New York,2010-12-30,-0.025673674183414284,winter
New York,2010-12-31,3.410773717755883,winter
New York,2011-01-01,-4.004236009169055,winter
New York,2011-01-02,1.4420889118523488,winter
New York,2011-01-03,-5.790255574525705,winter
New York,2011-01-04,2.7855365449370018,winter
New York,2011-01-05,-1.3881010276185812,winter
New York,2011-01-06,-2.2051862974160548,winter
New York,2011-01-07,11.749820299906464,winter
New York,2011-01-08,5.080700873050211,winter
New York,2011-01-09,-9.767588291595779,winter
New York,2011-01-10,-7.851038187438604,winter
New York,2011-01-11,11.3204828252631,winter
New York,2011-01-12,-5.085688654999072,winter
New York,2011-01-13,-5.907684438725891,winter
New York,2011-01-14,-6.524093852412828,winter
New York,2011-01-15,1.1572290961362879,winter
New York,2011-01-16,1.908742367492117,winter
New York,2011-01-17,-7.153962098226064,winter
New York,2011-01-18,2.4971208391953943,winter
New York,2011-01-19,10.739570049734322,winter
New York,2011-01-20,-3.7192016633044895,winter
New York,2011-01-21,0.1875299310872709,winter
New York,2011-01-22,-4.5103729807427975,winter
New York,2011-01-23,0.1750982807419976,winter
New York,2011-01-24,-0.8590365796688882,winter
New York,2011-01-25,-6.88148300832725,winter
New York,2011-01-26,2.28026301963388,winter
New York,2011-01-27,9.653710995359653,winter
New York,2011-01-28,-1.7977883034143711,winter
New York,2011-01-29,-5.5041339333635,winter
New York,2011-01-30,7.700820508132392,winter
New York,2011-01-31,-5.065608444516236,winter
New York,2011-02-01,-9.205255447044179,winter
New York,2011-02-02,8.95728123405909,winter
New York,2011-02-03,-0.8605612586836421,winter
New York,2011-02-04,-7.3661565477435245,winter
New York,2011-02-05,-6.456638149558787,winter
New York,2011-02-06,1.0947848027499136,winter
New York,2011-02-07,6.939298057898452,winter
New York,2011-02-08,-0.47333846220076553,winter
New York,2011-02-09,-0.06410836168677042,winter
New York,2011-02-10,-6.726330206683377,winter
New York,2011-02-11,-3.8513534933320748,winter
New York,2011-02-12,3.3873356645814283,winter
New York,2011-02-13,1.4140806426374477,winter
New York,2011-02-14,9.64623754598173,winter
New York,2011-02-15,-4.277317943654949,winter
New York,2011-02-16,-6.0033187282016875,winter
New York,2011-02-17,1.2645225722612796,winter
New York,2011-02-18,6.362218446120612,winter
New York,2011-02-19,-3.907173895464248,winter
New York,2011-02-20,3.791760343661012,winter
New York,2011-02-21,-2.7983428609509104,winter
New York,2011-02-22,-4.848705197810718,winter
New York,2011-02-23,-1.704058302986264,winter
New York,2011-02-24,1.9111595633501022,winter
New York,2011-02-25,7.729447182327967,winter
New York,2011-02-26,-4.966360023478862,winter
New York,2011-02-27,3.471177268265955,winter
New York,2011-02-28,11.60108053728209,winter
New York,2011-03-01,12.989992451627943,spring
New York,2011-03-02,5.29239479446184,spring
New York,2011-03-03,15.82675815059343,spring
New York,2011-03-04,12.364955581402523,spring
New York,2011-03-05,13.13382950641139,spring
New York,2011-03-06,10.999438499026734,spring
New York,2011-03-07,9.48935797104101,spring
New York,2011-03-08,4.560373282642692,spring
New York,2011-03-09,24.010773883163424,spring
New York,2011-03-10,13.084532948970171,spring
New York,2011-03-11,7.071004091011562,spring
New York,2011-03-12,4.070322736094728,spring
New York,2011-03-13,9.837366452135738,spring
New York,2011-03-14,13.580249192568408,spring
New York,2011-03-15,11.10769632992608,spring
New York,2011-03-16,4.114544681079272,spring
New York,2011-03-17,6.149755489241945,spring
New York,2011-03-18,17.918543497413065,spring
New York,2011-03-19,13.15889369000844,spring
New York,2011-03-20,5.16872930838521,spring
New York,2011-03-21,14.174909077207406,spring
New York,2011-03-22,5.539957852697561,spring
New York,2011-03-23,9.827927055954566,spring
New York,2011-03-24,4.067546750061286,spring
New York,2011-03-25,15.803827365297472,spring
New York,2011-03-26,10.87605674594472,spring
New York,2011-03-27,10.14649656757793,spring
New York,2011-03-28,6.6309805525117085,spring
New York,2011-03-29,15.446544617835832,spring
New York,2011-03-30,5.2686999293519845,spring
New York,2011-03-31,8.428000217481607,spring
New York,2011-04-01,7.705548176853146,spring
New York,2011-04-02,10.20972641494723,spring
New York,2011-04-03,8.751115240480711,spring
New York,2011-04-04,10.443887364194985,spring
New York,2011-04-05,9.652094300103819,spring
New York,2011-04-06,10.035193429701856,spring
New York,2011-04-07,14.389340619975751,spring
New York,2011-04-08,2.807693437371479,spring
New York,2011-04-09,10.178289548267017,spring
New York,2011-04-10,5.864513718978635,spring
New York,2011-04-11,1.0622119647713946,spring
New York,2011-04-12,9.52511994946859,spring
New York,2011-04-13,13.438908564817758,spring
New York,2011-04-14,12.371794840835612,spring
New York,2011-04-15,10.43476330729076,spring
New York,2011-04-16,10.123128630026633,spring
New York,2011-04-17,12.034102245798605,spring
New York,2011-04-18,7.870431782792691,spring
New York,2011-04-19,14.198953911099053,spring
New York,2011-04-20,5.682845731126293,spring
New York,2011-04-21,7.113749804512206,spring
New York,2011-04-22,18.389483163376955,spring
New York,2011-04-23,1.7157391545578893,spring
New York,2011-04-24,1.877016995206665,spring
New York,2011-04-25,10.080194071157345,spring
New York,2011-04-26,12.178798381190663,spring
New York,2011-04-27,13.58544896146608,spring
New York,2011-04-28,7.062387303464737,spring
New York,2011-04-29,6.022151454302747,spring
New York,2011-04-30,7.913669200856304,spring
New York,2011-05-01,10.891378001015477,spring
New York,2011-05-02,8.115519866446757,spring
New York,2011-05-03,14.041067847957278,spring
New York,2011-05-04,13.700324905038725,spring
New York,2011-05-05,13.584548860033268,spring
New York,2011-05-06,8.818015035202956,spring
New York,2011-05-07,-0.9624811798588739,spring
New York,2011-05-08,6.8256935598777675,spring
New York,2011-05-09,11.822983903930606,spring
New York,2011-05-10,22.663385164832885,spring
New York,2011-05-11,7.291841793332743,spring
New York,2011-05-12,14.543108341395849,spring
New York,2011-05-13,8.276645767610809,spring
New York,2011-05-14,21.666306978864046,spring
New York,2011-05-15,7.964946043265481,spring
New York,2011-05-16,9.382840932653576,spring
New York,2011-05-17,14.499041607475665,spring
New York,2011-05-18,10.745685091963685,spring
New York,2011-05-19,14.169587011754578,spring
New York,2011-05-20,6.649801813944436,spring
New York,2011-05-21,8.678911198909594,spring
New York,2011-05-22,11.426796767130552,spring
New York,2011-05-23,8.500637331765091,spring
New York,2011-05-24,16.051844281857218,spring
New York,2011-05-25,13.8029103659366,spring
New York,2011-05-26,10.91935276906961,spring
New York,2011-05-27,14.799742124867075,spring
New York,2011-05-28,7.822923840720485,spring
New York,2011-05-29,3.399958271200555,spring
New York,2011-05-30,2.855364645104961,spring
New York,2011-05-31,15.151436439792862,spring
New York,2011-06-01,20.940344869487426,summer
New York,2011-06-02,33.780911785925056,summer
New York,2011-06-03,27.45177499653596,summer
New York,2011-06-04,29.400118492336677,summer
New York,2011-06-05,18.45359244568499,summer
New York,2011-06-06,19.899168038065433,summer
New York,2011-06-07,23.330118262705174,summer
New York,2011-06-08,17.5882985508503,summer
New York,2011-06-09,27.221043439747323,summer
New York,2011-06-10,26.274082863363734,summer
New York,2011-06-11,38.04245133989143,summer
New York,2011-06-12,26.99706647007383,summer
New York,2011-06-13,10.343769404215308,summer
New York,2011-06-14,21.22517105009529,summer
New York,2011-06-15,31.529666769137236,summer
New York,2011-06-16,28.652917532910276,summer
New York,2011-06-17,26.15781376512288,summer
New York,2011-06-18,28.359753412984563,summer
New York,2011-06-19,21.41459185819319,summer
New York,2011-06-20,19.761889477292765,summer
New York,2011-06-21,36.380157260709595,summer
New York,2011-06-22,18.524756028983255,summer
New York,2011-06-23,13.153502646052363,summer
New York,2011-06-24,17.874030748748755,summer
New York,2011-06-25,19.954978323977308,summer
New York,2011-06-26,24.414602014321694,summer
New York,2011-06-27,22.843120709583093,summer
New York,2011-06-28,22.067726338103153,summer
New York,2011-06-29,28.785085138414512,summer
New York,2011-06-30,23.377246628815904,summer
New York,2011-07-01,30.59651334444015,summer
New York,2011-07-02,18.864388366581686,summer
New York,2011-07-03,18.237404695637654,summer
New York,2011-07-04,23.04445860550906,summer
New York,2011-07-05,26.51972076152049,summer
New York,2011-07-06,16.453500027154526,summer
New York,2011-07-07,25.91743203393642,summer
New York,2011-07-08,18.757300020583713,summer
New York,2011-07-09,25.232943806977772,summer
New York,2011-07-10,25.219029147638857,summer
New York,2011-07-11,28.11833935144971,summer
New York,2011-07-12,28.79290958107418,summer
New York,2011-07-13,28.30821893477102,summer
New York,2011-07-14,19.492313136774747,summer
New York,2011-07-15,28.793725252319653,summer
New York,2011-07-16,35.5037184480181,summer
New York,2011-07-17,30.699469778519237,summer
New York,2011-07-18,21.66611345129436,summer
New York,2011-07-19,18.960187193271764,summer
New York,2011-07-20,25.80378995752771,summer
New York,2011-07-21,13.792225386315376,summer
New York,2011-07-22,36.09045877277735,summer
New York,2011-07-23,22.86790606746737,summer
New York,2011-07-24,23.722324265717344,summer
New York,2011-07-25,28.624012014817126,summer
New York,2011-07-26,19.48954560232229,summer
New York,2011-07-27,27.99623306064884,summer
New York,2011-07-28,28.67114574514581,summer
New York,2011-07-29,35.712188756776214,summer
New York,2011-07-30,26.087912712245746,summer
New York,2011-07-31,28.473968263001055,summer
New York,2011-08-01,22.19493404220689,summer
New York,2011-08-02,22.612966746680396,summer
New York,2011-08-03,20.32764464825994,summer
New York,2011-08-04,30.779748864854913,summer
New York,2011-08-05,27.32795414007952,summer
New York,2011-08-06,33.48138734701808,summer
New York,2011-08-07,26.454314417239807,summer
New York,2011-08-08,21.808820225275298,summer
New York,2011-08-09,28.406773105077452,summer
New York,2011-08-10,28.044594205976612,summer
New York,2011-08-11,26.708869753438943,summer
New York,2011-08-12,25.588733227944065,summer
New York,2011-08-13,30.005118418002695,summer
New York,2011-08-14,27.41110121909226,summer
New York,2011-08-15,29.39805718016403,summer
New York,2011-08-16,31.1834810118246,summer
New York,2011-08-17,28.399396954805326,summer
New York,2011-08-18,30.061885383642018,summer
New York,2011-08-19,27.548963836254288,summer
New York,2011-08-20,29.9703455967898,summer
New York,2011-08-21,24.095629597724706,summer
New York,2011-08-22,19.997172672499897,summer
New York,2011-08-23,28.405797739834387,summer
New York,2011-08-24,21.09372401164516,summer
New York,2011-08-25,28.061953523226464,summer
New York,2011-08-26,18.908579709811555,summer
New York,2011-08-27,22.036299887232662,summer
New York,2011-08-28,25.64886657188939,summer
New York,2011-08-29,26.82675628839012,summer
New York,2011-08-30,30.927111566924115,summer
New York,2011-08-31,23.26647585883593,summer
New York,2011-09-01,16.325061919924202,autumn
New York,2011-09-02,22.444576862785112,autumn
New York,2011-09-03,6.571652165813498,autumn
New York,2011-09-04,14.494472319026364,autumn
New York,2011-09-05,12.65150555918722,autumn
New York,2011-09-06,18.375259345531923,autumn
New York,2011-09-07,18.12979479037842,autumn
New York,2011-09-08,25.81280615344805,autumn
New York,2011-09-09,22.782187381413188,autumn
New York,2011-09-10,4.471775328053638,autumn
New York,2011-09-11,12.118846344553804,autumn
New York,2011-09-12,9.225027899059327,autumn
New York,2011-09-13,21.033666315597248,autumn
New York,2011-09-14,5.369443865809691,autumn
New York,2011-09-15,15.426467659665185,autumn
New York,2011-09-16,21.27138976768552,autumn
New York,2011-09-17,20.746631054647498,autumn
New York,2011-09-18,8.692102482413226,autumn
New York,2011-09-19,9.084121184703083,autumn
New York,2011-09-20,18.169258945054196,autumn
New York,2011-09-21,12.354922686407217,autumn
New York,2011-09-22,17.31843575510946,autumn
New York,2011-09-23,15.382740986466974,autumn
New York,2011-09-24,19.673845363604656,autumn
New York,2011-09-25,11.95277637495448,autumn
New York,2011-09-26,12.187505589936425,autumn
New York,2011-09-27,18.288175404794487,autumn
New York,2011-09-28,16.923905175655964,autumn
New York,2011-09-29,15.970520685820707,autumn
New York,2011-09-30,17.405903281497643,autumn
New York,2011-10-01,18.550634719712317,autumn
New York,2011-10-02,16.765086917985624,autumn
New York,2011-10-03,9.390256060944862,autumn
New York,2011-10-04,13.692965652916582,autumn
New York,2011-10-05,9.859891923186662,autumn
New York,2011-10-06,13.06837987894927,autumn
New York,2011-10-07,9.158875010774889,autumn
New York,2011-10-08,21.13735782421218,autumn
New York,2011-10-09,11.989764515713317,autumn
New York,2011-10-10,8.188009316654787,autumn
New York,2011-10-11,23.20359837526319,autumn
New York,2011-10-12,7.57773324859416,autumn
New York,2011-10-13,14.201816780752477,autumn
New York,2011-10-14,15.929401574608487,autumn
